amount,channel,hour,is_new_device,device_trust_score,days_since_last_tx,tx_velocity_1h,merchant_risk_score,customer_age,has_chargeback_history,country_risk_score,target
76.55,PIX,1,0,0.306,5.6,0,0.765,39,0,0.28,0
504.19,PIX,22,0,0.472,3.5,2,0.423,28,0,0.199,0
179.21,PIX,7,0,0.816,4.21,2,0.741,47,0,0.247,0
42.12,PIX,1,0,0.186,1.73,3,0.76,43,1,0.076,0
79.51,CARD,19,1,0.392,14.25,1,0.507,30,0,0.715,0
492.99,PIX,11,1,0.129,2.77,2,0.746,40,0,0.591,0
231.12,PIX,8,1,0.333,1.38,2,0.302,30,0,0.699,0
53.18,PIX,9,0,0.545,0.43,3,0.533,31,1,0.048,0
95.55,CARD,13,1,0.428,2.63,2,0.317,56,0,0.629,0
98.34,PIX,12,0,0.651,0.64,0,0.639,22,0,0.258,0
74.87,CARD,0,0,0.335,6.35,3,0.125,35,1,0.22,0
26.07,PIX,2,1,0.177,0.65,0,0.667,52,1,0.055,0
66.03,CARD,22,1,0.433,0.3,2,0.768,45,1,0.416,0
424.23,CARD,11,0,0.582,0.26,0,0.567,42,0,0.362,0
86.23,PIX,23,0,0.198,2.15,1,0.448,27,0,0.376,0
110.73,CARD,15,1,0.494,1.57,4,0.469,26,1,0.349,0
137.89,CARD,17,0,0.444,7.5,6,0.128,33,0,0.089,0
894.56,PIX,7,1,0.522,1.66,1,0.637,48,0,0.457,0
122.48,PIX,20,0,0.377,0.74,0,0.908,39,1,0.37,1
325.24,CARD,15,0,0.018,0.95,2,0.635,20,0,0.332,0
70.93,CARD,18,0,0.397,4.7,3,0.656,30,1,0.205,0
96.21,CARD,6,1,0.441,4.55,3,0.469,30,0,0.777,0
122.89,PIX,14,1,0.698,3.12,1,0.477,33,1,0.844,0
60.54,PIX,8,0,0.728,2.52,1,0.517,18,0,0.289,0
101.16,CARD,21,1,0.643,0.78,3,0.653,32,1,0.075,0
270.22,CARD,21,0,0.3,4.31,0,0.657,34,0,0.259,0
59.13,PIX,8,0,0.517,0.27,1,0.713,39,0,0.845,0
121.52,PIX,0,1,0.487,1.65,0,0.246,24,1,0.17,0
229.95,CARD,5,0,0.517,1.5,3,0.616,44,0,0.201,0
57.86,CARD,6,1,0.525,1.96,0,0.485,39,1,0.48,0
325.67,CARD,0,1,0.258,4.1,1,0.608,47,1,0.237,0
129.75,PIX,22,0,0.438,0.68,2,0.956,40,0,0.39,0
104.73,PIX,11,1,0.198,0.02,0,0.715,37,0,0.171,0
19.94,PIX,3,0,0.433,4.12,0,0.89,25,1,0.34,0
86.81,PIX,14,1,0.651,1.94,2,0.617,22,1,0.225,0
169.77,PIX,9,1,0.619,0.67,2,0.348,33,1,0.568,0
584.53,PIX,4,0,0.343,5.6,3,0.856,48,0,0.175,0
202.57,PIX,10,1,0.028,1.61,2,0.397,33,0,0.677,0
334.82,PIX,14,0,0.464,5.19,2,0.289,54,0,0.522,0
40.93,CARD,15,1,0.333,7.66,3,0.541,28,1,0.292,0
108.4,PIX,5,0,0.851,2.48,0,0.634,28,1,0.399,0
364.55,PIX,14,1,0.799,6.07,2,0.539,40,0,0.368,0
54.65,CARD,19,1,0.087,2.0,1,0.296,35,0,0.355,0
289.66,PIX,15,1,0.598,0.23,0,0.772,34,0,0.498,0
235.09,PIX,22,0,0.523,0.54,2,0.158,31,1,0.548,0
155.59,CARD,22,1,0.551,4.17,2,0.856,32,1,0.441,0
90.39,CARD,11,1,0.152,2.6,1,0.107,33,1,0.394,0
50.02,PIX,9,0,0.244,0.92,3,0.417,52,0,0.698,0
600.55,CARD,10,1,0.135,2.74,0,0.147,51,0,0.278,0
214.58,CARD,11,0,0.315,5.13,2,0.59,44,0,0.241,0
165.1,CARD,4,0,0.127,1.83,1,0.896,51,1,0.263,0
83.8,PIX,23,1,0.242,2.37,1,0.229,24,1,0.297,0
125.72,CARD,13,1,0.496,3.21,0,0.749,56,0,0.417,0
140.93,PIX,3,1,0.716,0.33,1,0.584,49,1,0.673,0
174.14,PIX,21,0,0.08,0.87,1,0.216,24,1,0.341,0
235.31,PIX,22,1,0.442,9.09,3,0.24,53,1,0.226,0
60.09,CARD,13,0,0.187,2.07,3,0.62,48,1,0.17,0
32.46,PIX,22,1,0.107,2.35,1,0.465,44,0,0.262,0
131.09,CARD,23,1,0.711,3.56,0,0.46,20,0,0.662,0
25.22,CARD,22,1,0.236,3.7,0,0.867,38,0,0.806,0
90.8,PIX,23,1,0.275,0.0,0,0.159,39,1,0.572,0
76.84,PIX,1,0,0.457,4.32,2,0.711,37,1,0.295,1
189.16,CARD,0,1,0.247,0.85,0,0.652,48,0,0.838,0
723.67,PIX,13,1,0.106,4.2,0,0.866,37,1,0.712,1
21.11,CARD,17,1,0.459,3.32,0,0.861,29,1,0.32,0
940.83,PIX,20,1,0.43,2.33,0,0.339,40,1,0.229,0
98.52,PIX,15,0,0.144,4.09,2,0.031,34,1,0.14,0
166.17,PIX,7,1,0.524,3.36,2,0.847,38,0,0.216,0
34.01,PIX,22,0,0.248,3.04,0,0.028,24,0,0.607,0
298.03,CARD,14,1,0.454,2.08,2,0.174,27,0,0.34,0
126.13,PIX,16,0,0.291,3.18,4,0.863,22,0,0.197,0
114.97,PIX,6,1,0.077,0.61,1,0.255,25,1,0.732,1
21.25,CARD,18,0,0.315,1.14,2,0.747,51,0,0.494,0
129.85,CARD,3,0,0.467,0.33,1,0.207,40,0,0.064,0
260.15,PIX,20,1,0.23,4.08,0,0.656,26,0,0.472,0
98.23,CARD,20,1,0.06,0.67,0,0.471,44,1,0.302,0
349.6,PIX,16,0,0.319,1.46,0,0.44,49,0,0.308,0
336.84,CARD,23,1,0.197,1.84,1,0.297,30,1,0.399,0
68.24,CARD,21,1,0.276,4.33,2,0.134,31,0,0.212,0
510.61,CARD,1,0,0.274,0.92,2,0.439,31,0,0.291,0
126.57,CARD,5,1,0.337,0.88,3,0.536,38,0,0.444,0
127.07,CARD,2,1,0.401,5.58,1,0.595,26,1,0.476,1
132.83,PIX,7,0,0.492,3.34,2,0.813,43,1,0.425,0
129.33,CARD,14,0,0.723,23.9,0,0.762,36,0,0.435,0
11.39,CARD,3,1,0.734,2.93,4,0.485,41,1,0.212,1
102.83,PIX,2,0,0.521,4.69,1,0.92,42,0,0.461,0
35.6,CARD,15,0,0.441,0.21,1,0.683,38,0,0.054,0
525.16,CARD,15,0,0.415,4.99,1,0.368,40,0,0.859,0
506.47,CARD,8,1,0.31,8.16,1,0.208,28,0,0.524,0
261.58,PIX,17,0,0.713,2.38,0,0.62,38,1,0.176,0
98.04,CARD,14,0,0.502,0.59,3,0.411,46,0,0.269,0
49.05,PIX,9,0,0.585,2.84,2,0.623,29,0,0.498,0
67.23,CARD,1,0,0.65,0.06,1,0.454,21,0,0.169,0
698.11,PIX,18,0,0.122,3.78,1,0.431,40,0,0.284,0
65.17,CARD,14,0,0.204,2.89,0,0.165,54,0,0.377,0
14.58,PIX,2,0,0.872,0.59,1,0.702,36,0,0.405,0
307.09,CARD,4,1,0.641,4.04,1,0.874,41,0,0.111,0
468.93,PIX,7,0,0.258,3.36,2,0.572,53,0,0.118,0
540.93,CARD,4,0,0.548,5.28,0,0.488,35,1,0.265,0
309.36,CARD,19,1,0.213,1.21,1,0.467,18,0,0.633,0
358.3,PIX,22,1,0.241,4.35,1,0.56,38,1,0.392,0
127.44,CARD,2,1,0.37,3.65,3,0.462,42,0,0.497,0
18.75,CARD,5,1,0.178,0.46,3,0.977,37,1,0.93,1
124.6,PIX,6,0,0.092,0.92,2,0.42,27,1,0.082,0
212.6,PIX,23,1,0.241,0.15,1,0.407,37,0,0.769,0
107.58,PIX,14,1,0.477,1.2,3,0.574,28,0,0.375,0
103.26,PIX,22,0,0.185,0.57,2,0.777,35,1,0.137,0
51.02,PIX,5,0,0.269,0.99,0,0.256,37,1,0.461,0
49.33,PIX,1,0,0.674,0.47,4,0.918,27,0,0.778,0
635.45,PIX,11,1,0.512,0.1,1,0.71,44,1,0.78,0
656.49,CARD,19,1,0.304,2.32,3,0.578,35,0,0.553,0
121.22,PIX,20,1,0.522,9.99,0,0.208,29,1,0.448,0
156.55,CARD,11,0,0.655,0.98,1,0.28,40,0,0.596,0
50.26,CARD,6,1,0.139,1.97,1,0.095,29,1,0.405,0
216.66,CARD,1,0,0.689,0.73,2,0.296,46,0,0.127,0
592.11,PIX,10,1,0.421,2.35,4,0.733,25,1,0.336,1
30.68,PIX,12,1,0.557,2.04,3,0.861,46,1,0.268,0
184.47,CARD,0,0,0.315,4.47,2,0.547,29,0,0.031,0
197.38,CARD,22,0,0.51,3.89,3,0.446,21,0,0.335,0
195.36,CARD,17,1,0.576,4.06,0,0.74,27,0,0.456,0
533.01,PIX,7,1,0.424,1.71,1,0.355,37,0,0.586,0
759.31,CARD,8,1,0.598,1.86,2,0.296,22,1,0.07,0
98.48,PIX,8,1,0.538,2.3,1,0.257,35,0,0.334,0
222.71,CARD,20,1,0.231,2.66,2,0.573,35,0,0.167,0
131.08,CARD,17,1,0.728,5.0,4,0.669,26,0,0.079,0
68.79,PIX,2,0,0.577,0.75,1,0.535,38,0,0.641,0
155.05,PIX,7,0,0.14,0.92,1,0.372,38,0,0.608,0
222.37,PIX,18,1,0.744,1.5,1,0.699,40,1,0.563,1
147.71,PIX,8,0,0.283,9.76,1,0.314,28,0,0.347,0
54.98,PIX,19,1,0.225,0.54,0,0.179,56,1,0.378,0
80.06,PIX,12,1,0.204,2.68,1,0.803,35,1,0.462,1
80.61,PIX,18,1,0.505,4.69,1,0.725,21,1,0.291,0
56.93,CARD,12,1,0.77,4.52,2,0.49,46,0,0.334,0
161.13,CARD,17,1,0.308,0.7,2,0.121,41,1,0.461,0
177.03,PIX,10,0,0.373,3.88,1,0.736,28,1,0.1,0
293.41,PIX,5,0,0.241,1.94,0,0.733,32,1,0.619,0
56.16,CARD,21,1,0.552,0.08,1,0.793,35,1,0.395,0
72.26,PIX,10,0,0.724,1.83,2,0.711,26,1,0.526,0
492.31,PIX,0,1,0.137,0.5,1,0.35,40,0,0.358,0
104.79,PIX,9,1,0.761,1.03,3,0.48,41,0,0.732,0
124.85,CARD,9,1,0.621,3.86,0,0.325,46,1,0.164,0
103.79,PIX,5,1,0.111,5.89,3,0.469,20,1,0.841,1
336.88,CARD,21,0,0.507,7.56,2,0.469,35,0,0.618,0
348.85,PIX,11,0,0.408,0.29,1,0.809,32,1,0.741,0
330.92,PIX,8,1,0.782,2.3,2,0.857,30,0,0.284,1
124.45,PIX,16,0,0.502,4.92,0,0.321,45,1,0.402,0
55.41,CARD,15,0,0.135,0.96,1,0.736,42,1,0.471,1
687.25,PIX,11,1,0.422,0.04,2,0.109,37,0,0.242,0
262.61,CARD,23,1,0.563,3.27,1,0.823,36,0,0.403,0
80.56,CARD,23,0,0.479,1.48,0,0.731,27,0,0.401,0
437.66,PIX,11,0,0.612,0.83,0,0.427,30,0,0.097,0
75.03,PIX,17,1,0.359,0.6,2,0.467,55,0,0.607,0
432.52,CARD,1,1,0.749,4.49,0,0.722,42,1,0.179,0
459.65,PIX,10,1,0.423,2.36,0,0.437,38,0,0.483,0
53.02,CARD,10,1,0.373,5.12,4,0.542,42,1,0.611,0
205.12,CARD,9,0,0.285,1.46,2,0.343,34,1,0.785,1
245.67,PIX,20,0,0.033,2.11,1,0.425,36,0,0.072,0
1278.47,PIX,14,1,0.275,5.69,2,0.515,36,1,0.606,1
62.3,CARD,11,0,0.815,5.2,3,0.229,38,0,0.438,0
441.11,PIX,10,0,0.381,4.9,1,0.3,57,1,0.225,0
123.42,PIX,14,0,0.432,6.12,4,0.452,18,1,0.454,0
39.76,PIX,5,1,0.576,9.67,3,0.619,41,1,0.476,0
109.07,PIX,5,0,0.224,5.06,1,0.558,29,0,0.281,0
121.78,PIX,12,1,0.165,7.23,3,0.798,37,0,0.308,0
46.85,CARD,7,1,0.24,2.77,5,0.51,38,0,0.336,1
160.93,PIX,16,0,0.567,3.01,3,0.641,24,0,0.218,0
287.73,PIX,21,1,0.388,1.29,0,0.165,29,0,0.185,0
150.56,CARD,8,0,0.148,5.77,2,0.19,40,1,0.514,0
74.61,PIX,13,1,0.683,7.94,1,0.121,39,0,0.332,0
106.31,PIX,6,1,0.461,3.31,3,0.805,29,0,0.485,0
121.01,CARD,19,0,0.195,4.33,3,0.592,38,1,0.859,0
147.76,PIX,5,0,0.278,5.17,0,0.639,39,0,0.559,0
329.92,CARD,12,0,0.644,2.31,1,0.534,44,0,0.174,1
155.2,CARD,8,0,0.734,14.2,0,0.431,38,0,0.794,0
34.38,PIX,18,1,0.423,2.57,2,0.868,31,0,0.377,0
73.25,PIX,5,0,0.261,3.57,1,0.718,45,1,0.332,0
141.09,PIX,4,0,0.642,9.04,0,0.736,18,0,0.459,0
334.19,CARD,18,0,0.528,3.36,1,0.499,42,0,0.259,0
390.75,PIX,13,1,0.141,4.93,0,0.464,34,1,0.625,0
600.17,CARD,15,0,0.587,6.24,0,0.658,20,0,0.269,0
136.67,CARD,19,1,0.536,4.2,3,0.797,25,0,0.355,0
241.53,CARD,6,1,0.205,0.08,0,0.339,27,1,0.762,1
32.82,PIX,5,1,0.665,1.59,1,0.354,39,0,0.37,0
178.91,CARD,23,1,0.295,1.38,3,0.094,37,1,0.737,1
46.17,CARD,2,1,0.423,0.46,1,0.801,33,0,0.465,0
114.86,PIX,15,0,0.385,7.4,1,0.569,39,0,0.233,0
1857.25,CARD,9,1,0.241,1.33,1,0.305,46,0,0.488,1
159.68,PIX,3,1,0.115,2.84,2,0.161,46,0,0.394,0
55.84,CARD,22,0,0.344,0.07,0,0.483,38,1,0.477,0
175.39,PIX,19,0,0.164,1.3,1,0.198,43,0,0.227,0
76.3,PIX,5,1,0.437,1.51,0,0.62,49,0,0.447,0
51.18,CARD,18,0,0.413,0.54,1,0.726,21,0,0.271,0
806.6,PIX,18,0,0.799,7.61,4,0.301,36,0,0.291,0
317.39,PIX,12,1,0.672,1.34,0,0.747,46,0,0.305,0
165.83,PIX,22,1,0.318,6.95,2,0.552,53,1,0.341,0
85.4,CARD,5,1,0.284,1.28,2,0.306,31,0,0.495,0
91.86,PIX,1,0,0.173,5.45,0,0.18,18,1,0.183,0
486.99,CARD,19,1,0.234,6.5,1,0.478,35,0,0.458,0
160.12,CARD,8,1,0.454,2.91,2,0.673,29,0,0.045,1
7.58,PIX,2,1,0.512,0.25,0,0.534,27,0,0.316,1
1073.68,PIX,23,1,0.451,4.01,2,0.576,32,0,0.751,1
143.27,PIX,10,1,0.177,3.48,2,0.656,25,1,0.491,1
165.51,CARD,20,1,0.516,4.48,2,0.924,29,1,0.568,0
323.12,CARD,19,1,0.599,1.05,2,0.416,42,0,0.134,0
184.72,CARD,7,0,0.264,0.75,0,0.581,18,1,0.357,0
237.99,CARD,19,0,0.585,1.4,0,0.879,28,1,0.49,1
82.98,CARD,11,1,0.252,5.93,0,0.373,44,0,0.281,0
40.17,CARD,15,0,0.825,0.07,1,0.574,33,0,0.421,0
156.37,PIX,6,0,0.285,2.37,1,0.676,42,0,0.281,0
440.74,CARD,0,0,0.055,4.32,0,0.869,25,1,0.321,0
67.83,PIX,4,1,0.532,1.07,2,0.763,34,1,0.72,0
63.1,PIX,7,1,0.082,1.13,1,0.496,29,0,0.216,1
364.64,PIX,13,0,0.71,1.57,0,0.803,39,0,0.724,0
80.52,PIX,20,1,0.267,1.63,2,0.819,32,0,0.226,0
83.97,PIX,4,0,0.155,0.81,0,0.412,27,1,0.757,0
86.85,PIX,17,0,0.227,2.96,1,0.554,35,1,0.031,0
114.61,PIX,17,0,0.202,1.24,0,0.856,40,1,0.721,0
29.48,CARD,19,0,0.255,4.06,0,0.146,46,1,0.443,0
74.78,PIX,19,1,0.225,1.08,0,0.151,47,1,0.353,0
149.51,PIX,1,1,0.295,3.03,2,0.668,52,0,0.335,0
148.55,CARD,5,0,0.109,1.09,4,0.339,18,1,0.563,0
344.53,CARD,22,0,0.51,1.0,2,0.461,47,1,0.502,0
636.16,CARD,15,0,0.105,1.92,2,0.625,38,0,0.14,0
474.01,PIX,5,1,0.691,3.54,1,0.356,39,1,0.412,0
276.77,PIX,23,1,0.668,0.42,0,0.384,37,1,0.476,0
106.29,CARD,7,1,0.427,0.01,4,0.307,35,1,0.233,1
69.35,PIX,6,1,0.083,1.26,1,0.183,50,1,0.104,1
123.48,CARD,20,1,0.178,5.69,1,0.61,47,0,0.222,0
205.82,PIX,23,0,0.183,8.24,3,0.479,56,0,0.006,0
254.61,PIX,9,0,0.602,4.15,0,0.659,44,0,0.439,0
212.89,CARD,15,0,0.444,0.57,0,0.384,29,0,0.568,0
108.96,PIX,15,1,0.155,0.47,1,0.48,45,1,0.65,1
246.7,PIX,5,0,0.089,2.9,3,0.134,34,1,0.349,0
377.96,CARD,13,0,0.329,1.56,2,0.338,42,0,0.696,0
268.31,PIX,1,0,0.257,2.31,2,0.309,46,0,0.215,1
118.06,PIX,20,1,0.704,1.22,1,0.413,37,1,0.303,0
57.37,PIX,19,0,0.538,7.86,1,0.794,26,0,0.172,1
56.16,PIX,3,0,0.9,4.94,3,0.678,46,1,0.194,0
65.82,CARD,14,0,0.744,4.41,4,0.448,39,1,0.108,0
153.14,PIX,2,1,0.287,4.75,2,0.281,24,1,0.541,0
193.99,PIX,2,0,0.278,11.47,1,0.475,57,1,0.379,1
34.02,PIX,15,1,0.784,3.19,4,0.381,41,0,0.362,0
77.2,CARD,19,0,0.366,0.6,2,0.35,38,0,0.325,0
151.25,PIX,20,1,0.125,1.66,0,0.623,29,0,0.307,0
54.07,CARD,7,1,0.462,0.15,0,0.207,37,1,0.166,0
179.56,PIX,22,0,0.759,2.59,1,0.141,41,0,0.285,0
92.14,PIX,12,0,0.167,2.4,1,0.299,40,1,0.255,0
63.37,CARD,9,0,0.492,3.01,0,0.121,45,0,0.235,0
127.47,PIX,8,0,0.447,0.26,1,0.456,38,0,0.561,0
172.96,CARD,17,1,0.064,1.29,3,0.435,18,0,0.474,0
56.62,CARD,8,0,0.489,1.35,5,0.71,33,0,0.725,0
97.68,CARD,9,0,0.099,0.38,2,0.927,33,1,0.248,1
185.1,PIX,9,1,0.415,1.57,2,0.335,23,0,0.282,0
61.2,CARD,7,0,0.31,0.63,1,0.274,29,1,0.607,0
27.33,PIX,9,1,0.708,5.79,3,0.786,26,1,0.37,0
30.48,CARD,0,0,0.187,0.83,1,0.554,27,1,0.575,0
83.41,PIX,20,1,0.371,0.49,1,0.611,38,1,0.416,0
37.09,PIX,6,1,0.571,5.16,1,0.17,28,1,0.229,0
88.86,PIX,10,1,0.11,1.97,2,0.236,50,0,0.157,0
543.73,PIX,4,1,0.521,9.61,2,0.391,36,0,0.555,1
35.14,CARD,12,1,0.284,0.49,3,0.64,28,0,0.455,1
94.22,PIX,6,1,0.762,6.11,1,0.545,52,0,0.356,1
828.05,PIX,4,0,0.193,1.28,1,0.586,33,0,0.235,0
175.44,CARD,6,1,0.24,4.39,3,0.729,43,0,0.033,1
87.27,PIX,21,0,0.055,0.94,0,0.692,36,0,0.26,0
105.51,CARD,20,1,0.146,0.64,4,0.348,42,1,0.489,0
178.83,PIX,18,1,0.771,2.76,2,0.287,32,1,0.558,0
559.03,PIX,4,0,0.073,4.84,2,0.725,45,0,0.502,1
75.36,PIX,15,0,0.525,3.58,1,0.654,34,0,0.829,0
61.45,PIX,19,0,0.015,0.66,3,0.799,46,0,0.438,1
35.13,PIX,15,1,0.504,1.01,1,0.496,41,1,0.115,0
133.32,CARD,20,1,0.542,7.51,3,0.746,32,0,0.781,0
34.29,PIX,4,1,0.034,1.65,1,0.877,18,1,0.238,1
80.05,CARD,11,1,0.264,3.19,2,0.625,21,1,0.293,0
53.63,PIX,7,0,0.053,1.37,0,0.663,42,1,0.075,0
319.49,CARD,17,0,0.199,7.69,0,0.627,38,0,0.175,0
76.9,PIX,3,0,0.357,0.34,0,0.782,49,1,0.153,1
173.68,PIX,7,1,0.232,4.74,1,0.562,31,0,0.374,0
28.68,PIX,16,1,0.521,6.8,1,0.486,50,0,0.479,0
136.78,PIX,0,0,0.206,7.99,0,0.61,35,1,0.547,0
41.15,CARD,6,1,0.578,6.84,2,0.64,44,0,0.813,0
82.84,PIX,17,0,0.49,0.73,2,0.238,27,1,0.191,0
888.99,PIX,5,0,0.037,2.72,2,0.343,54,1,0.039,1
281.17,CARD,14,1,0.888,4.53,2,0.211,34,0,0.221,0
108.25,PIX,9,1,0.525,0.95,0,0.257,45,0,0.226,0
2162.56,PIX,11,1,0.311,1.7,1,0.626,47,0,0.458,1
53.32,PIX,8,0,0.479,3.65,3,0.778,38,1,0.373,0
346.78,PIX,21,0,0.586,3.44,1,0.737,50,0,0.283,0
30.59,PIX,17,1,0.332,7.1,0,0.245,35,1,0.565,0
97.56,CARD,17,0,0.321,2.1,2,0.41,40,0,0.199,0
36.13,CARD,18,0,0.515,1.53,1,0.745,45,0,0.373,0
153.17,CARD,10,1,0.255,0.06,4,0.658,26,1,0.579,1
127.79,PIX,2,0,0.607,1.65,1,0.649,41,0,0.392,0
92.12,PIX,1,1,0.358,1.78,0,0.681,28,1,0.799,1
324.68,CARD,11,1,0.206,4.09,2,0.274,33,1,0.237,0
72.94,PIX,21,0,0.198,1.67,4,0.33,18,0,0.062,1
163.07,PIX,11,1,0.573,0.77,3,0.652,18,1,0.048,1
254.3,PIX,23,0,0.511,0.67,1,0.477,41,0,0.099,0
31.98,CARD,12,0,0.405,0.64,1,0.326,18,0,0.551,0
61.96,PIX,15,1,0.651,9.76,0,0.622,44,0,0.455,0
127.55,CARD,1,1,0.238,10.8,2,0.551,47,0,0.169,0
214.25,PIX,18,1,0.539,0.75,1,0.439,23,1,0.355,0
436.64,CARD,21,1,0.462,7.08,1,0.617,40,1,0.14,0
100.05,PIX,12,0,0.555,3.61,2,0.146,39,0,0.491,0
91.39,CARD,21,1,0.29,4.82,2,0.781,45,0,0.411,0
55.4,PIX,5,0,0.175,8.83,6,0.512,52,0,0.683,1
163.53,CARD,11,0,0.73,2.9,4,0.131,48,1,0.543,0
93.0,PIX,21,1,0.362,0.61,5,0.289,43,1,0.412,0
94.95,CARD,14,0,0.622,8.13,2,0.553,39,0,0.197,0
111.66,CARD,16,0,0.313,3.42,1,0.623,40,0,0.352,0
199.63,CARD,9,0,0.365,5.26,3,0.604,37,1,0.379,0
73.16,PIX,13,0,0.329,0.13,2,0.43,47,1,0.526,1
60.65,PIX,8,0,0.139,3.34,2,0.27,24,0,0.591,0
179.21,CARD,16,0,0.431,1.18,1,0.353,59,0,0.522,0
7.98,CARD,1,0,0.629,2.43,3,0.686,27,1,0.469,0
70.58,PIX,12,1,0.319,3.23,1,0.583,40,1,0.283,1
43.11,PIX,22,0,0.268,0.25,1,0.564,40,1,0.633,0
358.86,PIX,1,1,0.626,1.54,2,0.722,52,0,0.641,1
81.71,PIX,10,0,0.078,1.25,0,0.514,26,1,0.514,0
73.36,PIX,15,1,0.396,3.33,0,0.438,37,0,0.281,0
116.31,CARD,2,0,0.607,1.03,1,0.657,47,0,0.632,0
71.11,PIX,0,0,0.381,0.33,0,0.508,44,1,0.255,0
84.57,CARD,3,1,0.496,3.68,2,0.544,36,1,0.254,0
132.61,CARD,5,0,0.757,7.56,0,0.213,37,0,0.797,0
83.11,PIX,21,1,0.171,2.36,2,0.571,21,1,0.362,0
82.57,PIX,3,1,0.559,1.39,2,0.664,47,1,0.075,1
48.95,PIX,15,0,0.137,3.94,2,0.537,40,1,0.378,0
43.02,PIX,8,1,0.34,3.97,0,0.296,27,0,0.257,0
128.33,CARD,12,1,0.101,0.91,1,0.731,23,1,0.215,0
160.12,CARD,21,0,0.181,2.59,0,0.289,40,0,0.087,0
33.6,PIX,20,1,0.711,1.0,0,0.881,44,1,0.137,1
240.8,CARD,1,1,0.282,3.36,4,0.378,27,0,0.399,0
241.69,PIX,2,0,0.749,1.52,3,0.169,29,0,0.294,0
292.14,PIX,8,0,0.466,2.49,1,0.581,29,1,0.095,0
159.16,CARD,19,0,0.155,0.13,2,0.088,31,1,0.59,0
215.59,PIX,18,0,0.688,0.21,1,0.572,44,1,0.748,0
868.29,PIX,14,1,0.386,11.65,2,0.248,44,1,0.298,0
92.63,PIX,20,0,0.799,0.87,1,0.855,33,0,0.156,1
47.41,PIX,4,0,0.49,1.38,2,0.219,36,1,0.084,1
30.55,PIX,17,1,0.67,0.03,3,0.203,27,1,0.502,0
589.99,CARD,23,1,0.565,2.1,1,0.361,40,1,0.383,0
596.99,PIX,23,1,0.299,0.67,4,0.511,37,1,0.27,1
52.87,CARD,17,0,0.178,17.18,2,0.153,29,1,0.318,0
63.14,PIX,16,0,0.168,4.75,1,0.268,51,0,0.474,0
90.78,PIX,5,0,0.506,2.25,1,0.339,47,1,0.284,0
365.71,CARD,17,0,0.825,9.75,0,0.249,30,1,0.14,0
38.15,CARD,5,1,0.326,1.8,1,0.384,42,0,0.72,0
20.7,CARD,10,1,0.151,0.03,0,0.411,54,1,0.184,0
854.71,PIX,2,1,0.478,4.53,2,0.595,46,1,0.281,1
160.96,PIX,7,0,0.406,4.54,1,0.266,39,0,0.405,0
182.91,CARD,1,1,0.649,0.66,4,0.428,40,0,0.169,1
101.03,CARD,11,0,0.77,4.9,2,0.463,39,0,0.248,0
184.79,CARD,1,0,0.684,1.7,0,0.507,44,1,0.43,0
31.1,PIX,18,1,0.579,3.53,2,0.776,43,0,0.149,0
57.01,PIX,15,0,0.13,3.92,2,0.383,22,1,0.239,0
133.57,PIX,15,1,0.158,1.87,5,0.374,52,0,0.12,0
15.74,PIX,16,0,0.368,3.2,0,0.167,29,1,0.196,0
92.55,PIX,18,0,0.35,3.07,3,0.068,26,1,0.643,0
87.55,PIX,16,1,0.396,2.21,1,0.382,42,0,0.514,0
92.53,PIX,15,0,0.707,3.64,2,0.403,28,1,0.251,0
74.0,CARD,4,1,0.452,11.44,1,0.415,36,0,0.684,0
49.59,CARD,17,1,0.194,2.95,0,0.571,32,0,0.423,0
23.57,CARD,11,0,0.375,5.07,2,0.269,50,1,0.784,0
138.42,PIX,3,0,0.674,0.28,0,0.345,26,1,0.505,0
92.75,PIX,11,1,0.38,0.93,2,0.796,41,1,0.312,1
35.24,CARD,7,1,0.084,0.27,2,0.397,34,0,0.495,0
128.55,PIX,4,1,0.07,0.44,0,0.435,30,1,0.348,1
93.18,CARD,13,1,0.264,2.81,2,0.86,57,0,0.69,0
80.24,PIX,21,1,0.675,0.13,2,0.468,30,1,0.776,0
17.44,CARD,0,1,0.132,5.4,2,0.684,20,0,0.48,0
224.64,PIX,3,1,0.166,6.7,2,0.639,39,1,0.441,1
40.06,CARD,21,0,0.221,0.93,3,0.415,29,0,0.332,0
128.63,CARD,16,1,0.129,1.06,3,0.501,43,0,0.32,0
58.71,PIX,5,1,0.666,1.71,1,0.322,33,0,0.258,0
85.64,CARD,8,0,0.344,3.84,3,0.553,38,1,0.695,1
342.77,CARD,2,1,0.45,13.61,1,0.637,26,0,0.209,0
196.07,CARD,20,0,0.267,4.19,0,0.738,30,1,0.477,0
335.97,PIX,15,1,0.557,0.97,1,0.471,36,1,0.344,0
163.59,PIX,5,1,0.116,1.25,0,0.643,36,1,0.377,0
173.56,CARD,4,0,0.656,2.08,5,0.638,34,0,0.369,0
24.46,CARD,16,0,0.405,2.54,2,0.082,18,1,0.544,0
91.31,CARD,13,1,0.467,3.61,3,0.559,38,1,0.069,0
99.24,PIX,17,1,0.492,0.88,1,0.305,37,1,0.313,0
365.51,CARD,5,0,0.214,4.68,1,0.186,37,1,0.214,0
77.05,CARD,23,1,0.838,0.91,2,0.275,43,1,0.604,0
154.22,CARD,3,0,0.391,0.99,1,0.801,39,1,0.359,0
